id,Primary_Vocation,Acres,Percentage_Field_Crops,Percentage_Vegetable_Crops,Percentage_Tree_and_Vine_Crops,Percentage_Other,County,Alfalfa_Rank,Rice_Rank,Wheat_Rank,Triticale_Rank,Barley_Rank,Oats_Rank,Cotton_Rank,Corn_Rank,Corn_Silage_Rank,Small_Grain_Silage_Rank,Small_Grain_Hay_Rank,Grass_and_Grass_Mixtures_Hay_Rank,Sorghum_Sudangrass_Sudan_Rank,Dry_Beans_Rank,Mixed_Hay_Rank,Sunflower_Rank,Oilseeds_Rank,Sugar_Beets_Rank,Hemp_Rank,Other_Rank,Grass_and_Grass_Mixtures_Pasture_Rank,Wild_Rice_Rank,Concern_Commondity_Price_of_Crops,Concern_Market_Access,Concern_Consumer_Demand,Concern_Input_Costs,Concern_Water_Costs,Concern_Land_Tenure,Concern_Water_Quality_and_Availability,Concern_Labor_Quality_and_Availability,Concern_Water_Regulations_Quantity,Concern_Water_Regulations_Quality,Concern_Labor_Regulations,Concern_Chemical_Regulations,Concern_Air_Quality,Concern_Changing_Weather_and_Climate,Concern_Soil_Degradation,Concern_Other,Alfalfa_Concerns,Cotton_Concerns,Rice_Concerns,Wild_Rice_Concerns,Wheat_Concerns,Triticale_Concerns,Barley_Concerns,Oats_Concerns,Corn_Concerns,Sorghum_Concerns,Corn_Silage_Concerns,Small_Grain_Silage_Concerns,Small_Grain_Hay_Concerns,Grass_and_Grass_Mixtures_Hay_Concerns,Grass_and_Grass_Mixtures_Pasture_Concerns,Sorghum_Sudangrass_Sudan_Concerns,Mixed_Hay_Concerns,Dry_Beans_Concerns,Sunflower_Concerns,Oilseeds_Concerns,Sugar_Beets_Concerns,Hemp_Concerns,Other_Concerns,Alfalfa_Reasons,Cotton_Reasons,Rice_Reasons,Wild_Rice_Reasons,Wheat_Reasons,Triticale_Reasons,Barley_Reasons,Oats_Reasons,Corn_Reasons,Sorghum_Reasons,Corn_Silage_Reasons,Small_Grain_Silage_Reasons,Small_Grain_Hay_Reasons,Grass_and_Grass_Mixtures_Hay_Reasons,Grass_and_Grass_Mixtures_Pasture_Reasons,Sorghum_Sudangrass_Sudan_Reasons,Mixed_Hay_Reasons,Dry_Beans_Reasons,Sunflower_Reasons,Oilseeds_Reasons,Sugar_Beets_Reasons,Hemp_Reasons,Other_Reasons,Affected_Crop_Production_Profitability,Affected_Crop_Production_Crop_Yield,Affected_Crop_Production_Crop_Quality,Affected_Crop_Production_Input_Costs,Affected_Crop_Production_Soil_Fertility,Affected_Crop_Production_Land_Stewardship,Affected_Crop_Production_Natural_Resource_Conservation,Affected_Crop_Production_Meeting_Government_Regulations,Affected_Crop_Production_Labor_Required,Affected_Crop_Production_Ease_of_Implementation,Affected_Crop_Production_Certainty_in_Management_Practice,Affected_Crop_Production_Availability_of_Outreach_Information,Affected_Crop_Production_Water_Availability,Affected_Crop_Production_Other,Information_Sources,UCCE_Engagement_Attend_Field_Day,UCCE_Engagement_Read_Blog,UCCE_Engagement_Call_Advisor,UCCE_Engagement_Read_Newsletter,UCCE_Engagement_Interact_with_Social_Media,Amount_Valued_Continuing_Education_Credits,Amount_Valued_On_Farm_Consultations,Amount_Valued_Crop_Injury_Diagnosis,Amount_Valued_On_Farm_Trials,Priority_Irrigation_Management,Priority_Water_Conservation_and_Storage,Priority_Nutrient_Management,Priority_Salinity_Management,Priority_Soil_Health_Management,Priority_Cover_Crops,Priority_Weed_Control,Priority_Insect_Pest_Control,Priority_Disease_Control,Priority_Manure_Management,Priority_Compost_Management,Priority_Crop_Establishment,Priority_Variety_Testing,Priority_Harvest_and_Postharvest,Priority_Emerging_Crops,Priority_Testing_New_Products,Priority_Niche_Marketing_Field_Crops,Priority_Greenhouse_Gas_Emissions_Reduction,Priority_Organic_Production,Priority_Other,Satisfaction_Irrigation_Management,Satisfaction_Water_Conservation_and_Storage,Satisfaction_Nutrient_Management,Satisfaction_Salinity_Management,Satisfaction_Soil_Health_Management,Satisfaction_Cover_Crops,Satisfaction_Weed_Control,Satisfaction_Insect_Pest_Control,Satisfaction_Disease_Control,Satisfaction_Manure_Management,Satisfaction_Compost_Management,Satisfaction_Crop_Establishment,Satisfaction_Variety_Testing,Satisfaction_Harvest_and_Postharvest,Satisfaction_Emerging_Crops,Satisfaction_Testing_New_Products,Satisfaction_Niche_Marketing_Field_Crops,Satisfaction_Greenhouse_Gas_Emissions_Reduction,Satisfaction_Organic_Production,Satisfaction_Other,UCCE_Information_Types_Requested,UCCE_Information_Preferred_Contact,Internet_Information_Sources,Total_Years_in_Crop_Production,Years_On_Current_Farm,Percentage_Income_Agriculture,Percentage_of_Total_Irrigated_Acres,Percentage_of_Acres_Leased,Percentage_of_Acres_Owned,Proposed_Ideas,Age_Range,Gender,Race_Ethnicity,Gift_Card,Crops
221,Grower,,100,0,0,0,Solano,3,,1,,,,,,,,2,,,,,,,,,,,,Very concerned,Not  concerned,Not  concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Not  concerned,Not  concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Somewhat concerned,,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control",,,,"Nutrient Management,Disease Control,Weed Control",,,,,,,,"Nutrient Management,Disease Control,Weed Control",,,,,,,,,,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,"Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,"Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,,Always,Often,Often,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Never,,"Industry,Commodity Boards,Other Growers,Certified Crop Advisor,UC Cooperative Extension,NRCS",Never,1-2 times/year,Never,3-6 times per year,Never,,Very Valuable,Very Valuable,Somewhat Valuable,Low Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,Low Priority,Low Priority,High Priority,No Opinion,No Opinion,Medium Priority,Medium Priority,Low Priority,Medium Priority,,No Opinion,No Opinion,Medium Satisfaction,No Opinion,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Medium Satisfaction,No Opinion,No Opinion,Medium Satisfaction,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Farm Economics,Field Trial Results","Internet (websites),Newsletters",University of California Cooperative Extension websites,30+ years,30+ years,100,20,80,20,,55 - 64 years,Male,White or Caucasian,Yes,"Alfalfa, Wheat, Small Grain Hay"
222,Grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Grower,3000,100,0,0,0,Colusa,,2,,,,,,,,,,,3,,,,,,,,1,,Very concerned,Somewhat concerned,Not  concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Not  concerned,Not  concerned,,,,"Nutrient Management,Weed Control",,,,,,,,,,,,"Irrigation/Water Management,Nutrient Management,Soil Management","Irrigation/Water Management,Nutrient Management,Weed Control",,,,,,,,,,"Profitability,Stable Markets,Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,,,,,,,,,"Stable Markets,Suitability for saline/alkaline soils,Crop is traditionally grown on my farm","Crop Rotation Benefits,Suitability for saline/alkaline soils",,,,,,,,Always,Always,Always,Sometimes,Always,Often,Often,,Often,Sometimes,Sometimes,Often,Always,,"Industry,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Resource Conservation Districts,Water Quality Coalition,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner,Non-Profit Organization (please specify)",1-2 times/year,3-6 times per year,3-6 times per year,1-2 times/year,Never,Not Valuable,Very Valuable,Very Valuable,Very Valuable,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,Low Priority,Low Priority,High Priority,,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,Low Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates,Other (please specify):","Internet (websites),Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Two or three day destination meetings",Farmer network or forum (please specify),30+ years,30+ years,90,45,60,40,cross breeding trials and the browns valley research center covering Charolais and angus/angus cross cows. Feeding and slaughtering the offspring an showing the difference of marketable meat and profit between the 2 groups.  Also more research on control of weeds organically especially rice and also organic fertilizers.,75 years and over,Male,White or Caucasian,Yes,"Rice, Sorghum Sudangrass Sudan, Grass and Grass Mixtures Pasture"
224,Grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Grower,,0,0,0,100,"Butte,Colusa,Glenn,Plumas",,,,,,,,,,,,,,,,,,,,1,,,Very concerned,Somewhat concerned,Not  concerned,Very concerned,Not  concerned,Very concerned,Not  concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,,,,,,,,,,,,,,,,,,,,,,,,"Nutrient Management,Disease Control,Insect Pest Control,Labor",,,,,,,,,,,,,,,,,,,,,,,"Profitability,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",Always,Never,Never,Always,Never,Always,Always,Always,Always,Often,Often,Never,Never,Never,"UC Cooperative Extension,County Agricultural Commissioner",1-2 times/year,Never,1-2 times/year,Never,Never,Somewhat Valuable,Very Valuable,Very Valuable,Very Valuable,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,High Priority,No Opinion,High Priority,High Priority,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,High Priority,No Opinion,No Opinion,No Opinion,No Opinion,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,"Recommendations on how to manage,Field Trial Results","Internet (websites),Books/manuals,Fact Sheets,""California Agriculture"" Journal",University of California Cooperative Extension websites,10-19 years,10-19 years,100,0,0,100,,35 - 44 years,Male,White or Caucasian,No,Other
226,Grower,6000,40,27,33,0,Yolo,2,,,,3,,,,,,,,,,,1,,,,,,,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Not  concerned,Very concerned,,"Irrigation/Water Management,Harvest Operations,Labor",,,,,,"Irrigation/Water Management,Soil Management,Labor",,,,,,,,,,,,"Irrigation/Water Management,Insect Pest Control,Labor",,,,,"Crop Rotation Benefits,Supports wildlife habitat",,,,,,"Crop Rotation Benefits,Supports wildlife habitat",,,,,,,,,,,,"Profitability,Stable Markets,Crop Rotation Benefits,Supports wildlife habitat",,,,,Always,Always,Often,Always,Always,Always,Always,Always,Always,Always,Often,Often,Often,,"Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner",3-6 times per year,1-3 times/week,1-2 times/year,1-3 times/week,1-2 times/year,Somewhat Valuable,Very Valuable,Very Valuable,Very Valuable,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,High Priority,High Priority,High Priority,Low Priority,High Priority,High Priority,High Priority,High Priority,Low Priority,High Priority,High Priority,Medium Priority,Low Priority,,Low Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Blogs,Webinars,Virtual Meetings,Fact Sheets,Interactive Web Tools","University of California Cooperative Extension websites,UC Blogs",20-29 years,20-29 years,100,100,50,50,,45 - 54 years,Male,White or Caucasian,Yes,"Alfalfa, Barley, Sunflower"
227,Grower,6000,15,45,40,0,Yolo,3,,2,,,,,,,,,,,,,1,,,,,,,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Not  concerned,,"Irrigation/Water Management,Weed Control,Labor",,,,"Nutrient Management,Disease Control,Weed Control,Labor",,,,,,,,,,,,,,,,,,,Crop Rotation Benefits,,,,Crop Rotation Benefits,,,,,,,,,,,,,,,,,,,Always,Always,Often,Always,Often,Always,Often,Often,Always,Often,Often,Rarely,Always,,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,State or County Farm Bureau,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,Field crew",1-2 times/year,Never,Never,1-2 times/year,Never,Not Valuable,Somewhat Valuable,Very Valuable,Somewhat Valuable,High Priority,High Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,Low Priority,Low Priority,Medium Priority,,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,Low Satisfaction,No Opinion,Low Satisfaction,Low Satisfaction,No Opinion,No Opinion,Low Satisfaction,,"Cost of Production Information,Field Trial Results,Regulatory updates","Internet (websites),Newsletters",University of California Cooperative Extension websites,30+ years,30+ years,87,100,66,36,,45 - 54 years,Male,White or Caucasian,No,"Alfalfa, Wheat, Sunflower"
228,Grower,350,100,0,0,0,"San Luis Obispo,Santa Barbara",2,,,,,,,,,1,,,,,,,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Harvest Operations",,,,,,,,,,,"Nutrient Management,Weed Control,Soil Management,Harvest Operations",,,,,,,,,,,,"Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,,,,,,,"Crop is traditionally grown on my farm,Other",,,,,,,,,,,,Always,Always,Always,Often,Always,Always,Always,Always,Rarely,Always,Always,Often,Always,,"Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",Never,Never,Never,Never,1-2 times/year,Very Valuable,Somewhat Valuable,Very Valuable,Very Valuable,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,Low Priority,High Priority,High Priority,Low Priority,Low Priority,,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,No Opinion,High Satisfaction,High Satisfaction,No Opinion,No Opinion,No Opinion,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,Personal contact (phone, email, on-farm consultation),Books/manuals,Demonstration Videos","University of California Cooperative Extension websites,YouTube (who/what channel?)",30+ years,30+ years,72,10,100,,,55 - 64 years,Male,White or Caucasian,Yes,"Alfalfa, Small Grain Silage"
229,Grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Grower,1500,30,30,40,0,San Joaquin,1,,,,,,,,,,,,,2,,3,,,,,,,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Not  concerned,,"Irrigation/Water Management,Weed Control,Insect Pest Control",,,,,,,,,,,,,,,,,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control","Irrigation/Water Management,Nutrient Management,Weed Control,Harvest Operations",,,,,"Stable Markets,Crop Rotation Benefits,Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,,,,,,,,,,,,,"Stable Markets,Crop Rotation Benefits,Crop is traditionally grown on my farm",Profitability,,,,,Often,Always,Always,Often,Always,Always,Often,Sometimes,Often,Often,Often,Sometimes,Often,,"Industry,Commodity Boards,Other Growers,State or County Farm Bureau",1-2 times/year,Never,1-2 times/year,1-2 times/year,Never,Somewhat Valuable,Somewhat Valuable,Somewhat Valuable,Very Valuable,Medium Priority,Low Priority,High Priority,Low Priority,Medium Priority,Low Priority,High Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,Low Priority,Low Priority,Medium Priority,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,,"Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Newsletters,In-person meetings (Field Days, Grower Meetings),Fact Sheets",Commodity Board websites,10-19 years,10-19 years,100,100,75,25,,35 - 44 years,Male,White or Caucasian,No,"Alfalfa, Dry Beans, Sunflower"
231,Grower,1300,90,0,10,0,"Contra Costa,San Joaquin",3,,2,,,,,1,,,,,,,,,,,,,,,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Harvest Operations,Labor",,,,Weed Control,,,,"Nutrient Management,Soil Management",,,,,,,,,,,,,,,"Profitability,Stable Markets,Supports wildlife habitat",,,,"Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,"I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,,,,,,Always,Often,Always,Always,Always,Always,Always,Always,Often,Often,Always,Often,Always,,"Industry,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",Never,3-6 times per year,1-2 times/year,1-2 times/month,,,Very Valuable,Very Valuable,Very Valuable,High Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,,High Satisfaction,High Satisfaction,,,,,,,,,,,,,,,,,,,"Field Trial Results,Regulatory updates",Newsletters,University of California Cooperative Extension websites,30+ years,,100,100,49,,,55 - 64 years,Male,White or Caucasian,No,"Alfalfa, Wheat, Corn"
232,Grower,1200,85,15,0,0,Sutter,,2,,,,,,,,,,,,1,,,,,,3,,,Very concerned,Not  concerned,Not  concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Very concerned,Not  concerned,Not  concerned,,,,Weed Control,,,,,,,,,,,,,,,"Irrigation/Water Management,Weed Control,Insect Pest Control",,,,,"Irrigation/Water Management,Weed Control",,,"Profitability,Stable Markets,Crop Rotation Benefits",,,,,,,,,,,,,,,"Profitability,Crop Rotation Benefits",,,,,Profitability,Often,Often,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Often,Sometimes,Always,Sometimes,Always,,"Other Growers,Pesticide Control Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner",1-2 times/year,Never,Never,1-2 times/year,Never,Somewhat Valuable,,Very Valuable,Somewhat Valuable,High Priority,Low Priority,High Priority,Low Priority,High Priority,Low Priority,High Priority,High Priority,Low Priority,No Opinion,No Opinion,No Opinion,High Priority,No Opinion,High Priority,High Priority,No Opinion,No Opinion,No Opinion,,High Satisfaction,No Opinion,High Satisfaction,No Opinion,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,"Decision Support Tools,Cost of Production Information,Field Trial Results","Internet (websites),UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets",University of California Cooperative Extension websites,30+ years,30+ years,95,,70,30,"when pesticides are approved in other states, we need active work to add to the toolchest here.",65 - 74 years,,White or Caucasian,No,"Rice, Dry Beans, Other"
233,Grower,588,50,10,40,0,San Joaquin,2,,,,,,,,,,3,,,1,,,,,,,,,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Not  concerned,,"Irrigation/Water Management,Disease Control,Weed Control,Insect Pest Control",,,,,,,,,,,,Weed Control,,,,,"Irrigation/Water Management,Disease Control,Weed Control,Insect Pest Control",,,,,,"Crop Rotation Benefits,Crop is traditionally grown on my farm",,,,,,,,,,,,"Crop Rotation Benefits,Crop is traditionally grown on my farm",,,,,"Crop Rotation Benefits,Crop is traditionally grown on my farm",,,,,,Often,Always,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members",Never,1-2 times/year,Never,1-2 times/year,Never,Not Valuable,Somewhat Valuable,Very Valuable,Very Valuable,High Priority,Low Priority,High Priority,Low Priority,Low Priority,Low Priority,High Priority,High Priority,High Priority,Low Priority,Low Priority,High Priority,Low Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Low Priority,,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,Low Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,,"Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles","University of California Cooperative Extension websites,Vendor Websites",20-29 years,30+ years,100,100,72,28,,35 - 44 years,Male,White or Caucasian,No,"Alfalfa, Small Grain Hay, Dry Beans"
234,Grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Grower,7500,100,0,0,0,"Colusa,Glenn,Lassen",,2,,,,,,,,,3,,,,,,,,,,1,,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,,,,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Labor",,,,,,,,,,Weed Control,,Weed Control,,,,,,,,,,,"Crop is traditionally grown on my farm,Other",,,,,,,,,,"Crop is traditionally grown on my farm,Other",,"Soil is not suitable for other crops,Crop is traditionally grown on my farm,Other",,,,,,,,,Always,Always,Always,Often,Often,Always,Often,Sometimes,Often,Often,Always,Sometimes,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice, Small Grain Hay, Grass and Grass Mixtures Pasture"
236,Grower,,49,37,14,0,"Kern,Kings",,,,,,,1,,,,,,,,,,2,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,,,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control,Soil Management,Labor",,,,,,,,,,,,,,,,,,"Weed Control,Soil Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cotton, Oilseeds"
237,Grower,1,0,0,100,0,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Always,,Other Growers,Never,Never,Never,Never,Never,,,,,High Priority,High Priority,No Opinion,High Priority,No Opinion,No Opinion,No Opinion,,,,,,,,,,,,,,Medium Satisfaction,Medium Satisfaction,,,,,,,,,,,,,,,,,,,Cost of Production Information,"Internet (websites),In-person meetings (Field Days, Grower Meetings)",Farmer network or forum (please specify),,20-29 years,10,1,1,1,,75 years and over,Male,White or Caucasian,No,
238,Grower,100,100,0,0,0,Yolo,1,,,,,,,,,,,,,3,,2,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,,Irrigation/Water Management,,,,,,,,,,,,,,,,,Weed Control,Insect Pest Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alfalfa, Dry Beans, Sunflower"
